"Osoba - ID","Osoba - Imię i nazwisko / Nazwa","Osoba - Etykieta","Osoba - Telefon - Praca","Osoba - Telefon - Dom","Osoba - Telefon - Komórkowy","Osoba - Telefon - Inny","Osoba - E-mail - Praca","Osoba - E-mail - Dom","Osoba - E-mail - Inny","Osoba - Data utworzenia osoby kontaktowej","Osoba - Czas aktualizacji","Osoba - Organizacja","Osoba - ID organizacji","Osoba - Właściciel","Osoba - Otwarte szanse sprzedaży","Osoba - Widoczne dla","Osoba - Data następnego działania","Osoba - Data ostatniego działania","Osoba - Wygrane szanse sprzedaży","Osoba - Utracone szanse sprzedaży","Osoba - Zamknięte szanse sprzedaży","Osoba - Ogółem działań","Osoba - Działania wykonane","Osoba - Działania do zrobienia","Osoba - Licznik wiadomości e-mail","Osoba - Zdjęcie profilowe","Osoba - Ostatnia otrzymana wiadomość e-mail","Osoba - Ostatnia wysłana wiadomość e-mail","Osoba - Imię","Osoba - Nazwisko","Osoba - Etykiety","Osoba - Lejek sprzedaży","Działanie - ID","Działanie - Temat","Działanie - Rodzaj","Działanie - Gotowe","Działanie - Czas oznaczenia jako wykonane","Działanie - Organizacja","Działanie - ID organizacji","Działanie - Osoba kontaktowa","Działanie - ID osoby kontaktowej","Działanie - Szansa sprzedaży","Działanie - ID szansy sprzedaży","Działanie - Termin wykonania","Działanie - Godzina wykonania","Działanie - Czas trwania","Działanie - Notatka","Działanie - Godzina dodania","Działanie - Przypisane do użytkownika","Działanie - Twórca","Działanie - Czas aktualizacji","Działanie - Czas ostatniego powiadomienia","Działanie - Lokalizacja","Działanie - Szerokość geograficzna – Lokalizacja","Działanie - Długość geograficzna – Lokalizacja","Działanie - Nr mieszkania/lokalu – Lokalizacja","Działanie - Numer domu – Lokalizacja","Działanie - Nazwa ulicy – Lokalizacja","Działanie - Dystrykt/dzielnica – Lokalizacja","Działanie - Miasto/miejscowość/wioska/lokalizacja – Lokalizacja","Działanie - Województwo/gmina – Lokalizacja","Działanie - Region – Lokalizacja","Działanie - Kraj – Lokalizacja","Działanie - Kod pocztowy – Lokalizacja","Działanie - Pełen/złożony adres – Lokalizacja","Działanie - Wolny/zajęty","Działanie - Opis publiczny","Działanie - Potencjalny klient","Działanie - ID potencjalnego klienta","Działanie - Projekt","Działanie - ID projektu","Działanie - Priorytet","Działanie - Identyfikator wideorozmowy","Działanie - Klient wideorozmowy","Działanie - URL wideorozmowy"
"59","Marz Krajewska","","'+48 600 264 686","","","","","","","2025-04-14 15:53:01","2025-04-17 10:33:36","","","Onesta","0","Wszyscy użytkownicy","2025-04-22","2025-04-16","0","1","1","4","3","1","0","","","","Marz","Krajewska","","Przemek","178","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-04-15 14:01:23","","","Marz Krajewska","59","Marz Krajewska","55","2025-04-15","","","NIE ODBIERA, napisała sms z komunikatem ""napisz sms""","2025-04-15 14:01:23","Onesta","Onesta","2025-04-15 14:01:23","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"59","Marz Krajewska","","'+48 600 264 686","","","","","","","2025-04-14 15:53:01","2025-04-17 10:33:36","","","Onesta","0","Wszyscy użytkownicy","2025-04-22","2025-04-16","0","1","1","4","3","1","0","","","","Marz","Krajewska","","Przemek","181","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-04-16 16:35:56","","","Marz Krajewska","59","Marz Krajewska","55","2025-04-16","","","nie odbiera + głosówka","2025-04-16 16:35:56","Onesta","Onesta","2025-04-16 16:35:56","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"60","Mieczysław Biela","","'+48 605 536 135","","","","","","mietekbiela@wp.pl","2025-04-14 16:02:41","2025-06-23 15:38:47","","","Onesta","0","Wszyscy użytkownicy","2025-06-24","2025-06-06","0","1","1","9","8","1","0","","","","Mieczysław","Biela","","Przemek","174","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-04-14 17:37:26","","","Mieczysław Biela","60","Mieczysław Biela","56","2025-04-14","","","Brak kontaktu z klientem, już raz się zgłosił w 05.2024. Nagranie na WA, odsłuchane brak odpowiedzi...","2025-04-14 17:37:26","Onesta","Onesta","2025-04-14 17:37:26","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"60","Mieczysław Biela","","'+48 605 536 135","","","","","","mietekbiela@wp.pl","2025-04-14 16:02:41","2025-06-23 15:38:47","","","Onesta","0","Wszyscy użytkownicy","2025-06-24","2025-06-06","0","1","1","9","8","1","0","","","","Mieczysław","Biela","","Przemek","173","Weryfikacja","Zadanie","Wykonane","2025-04-25 14:59:32","","","Mieczysław Biela","60","Mieczysław Biela","56","2025-04-25","","","bungalow, do mieszkania (najem w ogóle go nie interesuje), nie sama torrevieja (bo mu się nie podoba). Budżet: wtórny 180 max, Budżet rynek pierwotny: 260 tysięcy, nie musi być widok, bunglowy, ewentualnie niewielki budynek 2-3 pietra tez mógłby być, NIE już ma, KREDYT może być opcją, przyleci ze znajomym, 2-3 razy był na miejscu, więcej&nbsp;","2025-04-14 17:36:51","Onesta","Onesta","2025-04-25 14:59:32","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"60","Mieczysław Biela","","'+48 605 536 135","","","","","","mietekbiela@wp.pl","2025-04-14 16:02:41","2025-06-23 15:38:47","","","Onesta","0","Wszyscy użytkownicy","2025-06-24","2025-06-06","0","1","1","9","8","1","0","","","","Mieczysław","Biela","","Przemek","233","Zadanie","Zadanie","Wykonane","2025-04-28 13:42:19","","","Mieczysław Biela","60","Mieczysław Biela","56","2025-04-28","","","oferty na wa","2025-04-25 14:59:42","Onesta","Onesta","2025-04-28 13:42:19","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"60","Mieczysław Biela","","'+48 605 536 135","","","","","","mietekbiela@wp.pl","2025-04-14 16:02:41","2025-06-23 15:38:47","","","Onesta","0","Wszyscy użytkownicy","2025-06-24","2025-06-06","0","1","1","9","8","1","0","","","","Mieczysław","Biela","","Przemek","245","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-04-30 12:58:10","","","Mieczysław Biela","60","Mieczysław Biela","56","2025-04-30","","","wysłałem głosowke","2025-04-30 12:58:10","Onesta","Onesta","2025-04-30 12:58:10","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"60","Mieczysław Biela","","'+48 605 536 135","","","","","","mietekbiela@wp.pl","2025-04-14 16:02:41","2025-06-23 15:38:47","","","Onesta","0","Wszyscy użytkownicy","2025-06-24","2025-06-06","0","1","1","9","8","1","0","","","","Mieczysław","Biela","","Przemek","255","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-05-07 15:31:06","","","Mieczysław Biela","60","Mieczysław Biela","56","2025-05-07","","","nie odbiera","2025-05-07 15:31:06","Onesta","Onesta","2025-05-07 15:31:06","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"60","Mieczysław Biela","","'+48 605 536 135","","","","","","mietekbiela@wp.pl","2025-04-14 16:02:41","2025-06-23 15:38:47","","","Onesta","0","Wszyscy użytkownicy","2025-06-24","2025-06-06","0","1","1","9","8","1","0","","","","Mieczysław","Biela","","Przemek","262","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-05-09 13:06:10","","","Mieczysław Biela","60","Mieczysław Biela","56","2025-05-09","","","150-250 tysięcy euro , w maju nie przyleci na pewno, pod koniec czerwca może, ogólnie przelgądał to co wysłałem i jest ok.","2025-05-09 13:06:11","Onesta","Onesta","2025-05-09 13:06:10","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"60","Mieczysław Biela","","'+48 605 536 135","","","","","","mietekbiela@wp.pl","2025-04-14 16:02:41","2025-06-23 15:38:47","","","Onesta","0","Wszyscy użytkownicy","2025-06-24","2025-06-06","0","1","1","9","8","1","0","","","","Mieczysław","Biela","","Przemek","313","Zadanie","Zadanie","Wykonane","2025-05-30 15:34:34","","","Mieczysław Biela","60","Mieczysław Biela","56","2025-05-30","","","napisnae na wa","2025-05-30 15:34:34","Onesta","Onesta","2025-05-30 15:34:34","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"60","Mieczysław Biela","","'+48 605 536 135","","","","","","mietekbiela@wp.pl","2025-04-14 16:02:41","2025-06-23 15:38:47","","","Onesta","0","Wszyscy użytkownicy","2025-06-24","2025-06-06","0","1","1","9","8","1","0","","","","Mieczysław","Biela","","Przemek","332","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-06-06 14:58:32","","","Mieczysław Biela","60","Mieczysław Biela","56","2025-06-06","","","sam zadzwonił:&nbsp;2 lipca w południe przylatuje koło 10, do alicante, 3-4 lipca można się spotkać, 160-180 tysięcy wtórny, jakiś bungalow, szeregówka, nie chce na odludziu, dużo światła (duże okna), był dwa razy już (zna tereny)","2025-06-06 14:58:20","Onesta","Onesta","2025-06-06 14:58:32","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","169","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-04-15 09:43:10","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2025-04-14","","","był w maladze, oglądał nieruchomości w listopadzie, a kilka dni temu byli w torrevieja. oglądał na szybko z jakąś panią na costa blanca. Nie chce do remontu. Chca cos na parterze, bungalow, mają dwójkę małych dzieci. Chcą kupić docelowo dwie, pierwszą do 3 miesięcy, a druga wiosna przyszły rok. Są z poznania, te domy wysyłają zagranice. Bawią się mini deweloperka w okolicach poznnania. Najpierw coś z rynku 150-160 EURO netto na te pierwszą (bungalow),&nbsp; druga coś z dwiema sypialniami z rynku pierwotnego 250, chcą często mieszkać, na początek tylko dla nich, ale może w końcu zdecyduja sie na najem. Dłuższy spacer 15-20 minut do plaży, jakikolwiek typ zabudowy byle był parter z uwagi na dziecki, basen koniecznie, garaż niekoniecznie, la mata. 6-7 tygodni na przylot, końcówka maja na pewno beda, a może nawet szybciej.&nbsp; ogląda, 2-3 miesiące.&nbsp;
<div><br></div>
<div>Patryk Jaskóła +48 792 023 200 - docelowo chce kupić dwa mieszkania: pierwsze rynek wtórny 150-160 tysięcy euro, zakup do 3 miesięcy / druga nieruchomość z rynku pierwotnego na początku 2026 budżet około 260 tysięcy euro netto. Przylot końcówka maja 2025.</div>","2025-04-14 16:20:25","Onesta","Onesta","2025-04-15 09:43:10","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","170","Zadanie","Zadanie","Wykonane","2025-04-15 09:43:15","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2025-04-14","","","wyslij podsumowanie, oferty do 2 dni, wyslij oferty najpierw ze strony onesta, potem z inmovilli","2025-04-14 16:21:09","Onesta","Onesta","2025-04-15 09:43:15","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","176","Spotkanie","Spotkanie","Wykonane","2025-04-15 09:43:37","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2025-04-15","","","propozycje w buddżecie ze strony onesta wysłane na wa + głosówka","2025-04-15 09:43:37","Onesta","Onesta","2025-04-15 09:43:37","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","202","Zadanie","Zadanie","Wykonane","2025-04-18 14:48:14","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2025-04-18","","","kolejne oferty wysłane:<br><br><a href=""https://onesta.com.pl/hiszpania/oferta?id=12059794&amp;t=Parterowy+dom+z+basenem+-+1km+od+morza"" rel=""noopener noreferrer"" target=""_blank"">https://onesta.com.pl/hiszpania/oferta?id=12059794&amp;t=Parterowy+dom+z+basenem+-+1km+od+morza</a><br><br><a href=""https://onesta.com.pl/hiszpania/oferta?id=12060536&amp;t=Elegancki+apartament+na+parterze+-+100m+od+morza"" rel=""noopener noreferrer"" target=""_blank"">https://onesta.com.pl/hiszpania/oferta?id=12060536&amp;t=Elegancki+apartament+na+parterze+-+100m+od+morza</a><br><br><a href=""https://onesta.com.pl/hiszpania/oferta?id=12050840&amp;t=Apartament+w+Playa+Flamenca+1%2C6km+od+pla%C5%BCy"" rel=""noopener noreferrer"" target=""_blank"">https://onesta.com.pl/hiszpania/oferta?id=12050840&amp;t=Apartament+w+Playa+Flamenca+1%2C6km+od+pla%C5%BCy</a><br><br><a href=""https://onesta.com.pl/hiszpania/oferta?id=12024215&amp;t=Dolny+w+pe%C5%82ni+umeblowany+bungalow+-+800m+od+pla%C5%BCy"" rel=""noopener noreferrer"" target=""_blank"">https://onesta.com.pl/hiszpania/oferta?id=12024215&amp;t=Dolny+w+pe%C5%82ni+umeblowany+bungalow+-+800m+od+pla%C5%BCy</a>","2025-04-18 14:48:14","Onesta","Onesta","2025-04-18 14:48:14","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","177","Termin","Termin","Wykonane","2025-04-24 14:05:34","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2025-04-24","","","kolejne oferty do podkarmienia klienta, napisz ze troche powyzej budżetu:<br><br><a href=""https://onesta.com.pl/hiszpania/oferta?id=12024119&amp;t=Apartament+na+pi%C4%99knym+osiedlu+z+basenem+i+ogrodem"" rel=""noopener noreferrer"" target=""_blank"">https://onesta.com.pl/hiszpania/oferta?id=12024119&amp;t=Apartament+na+pi%C4%99knym+osiedlu+z+basenem+i+ogrodem</a><br><br><a href=""https://onesta.com.pl/hiszpania/oferta?id=12059361&amp;t=Apartament+2+sypialnie%2C+tylko+180+metr%C3%B3w+od+pla%C5%BCy"" rel=""noopener noreferrer"" target=""_blank"">https://onesta.com.pl/hiszpania/oferta?id=12059361&amp;t=Apartament+2+sypialnie%2C+tylko+180+metr%C3%B3w+od+pla%C5%BCy</a><br><br><a href=""https://onesta.com.pl/hiszpania/oferta?id=12059350&amp;t=Apartament+w+pobli%C5%BCu+pla%C5%BCy+La+Mata"" rel=""noopener noreferrer"" target=""_blank"">https://onesta.com.pl/hiszpania/oferta?id=12059350&amp;t=Apartament+w+pobli%C5%BCu+pla%C5%BCy+La+Mata</a><br><br><a href=""https://onesta.com.pl/hiszpania/oferta?id=11972014&amp;t=Apartament+z+basenem+500m+od+pla%C5%BCy"" rel=""noopener noreferrer"" target=""_blank"">https://onesta.com.pl/hiszpania/oferta?id=11972014&amp;t=Apartament+z+basenem+500m+od+pla%C5%BCy</a><br><br>","2025-04-15 09:45:02","Onesta","Onesta","2025-04-24 14:05:34","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","226","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-04-30 13:10:41","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2025-04-29","","","żona w ciąży, planuja co i jak. po majówce we wtorek prosba o telefon","2025-04-24 14:05:42","Onesta","Onesta","2025-04-30 13:10:41","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","250","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-05-07 15:34:55","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2025-05-07","","","prosi o kontakt jutro około 10","2025-04-30 13:10:46","Onesta","Onesta","2025-05-07 15:34:56","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","263","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-05-09 13:07:50","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2025-05-09","","","nagrałem głosowke","2025-05-09 13:07:50","Onesta","Onesta","2025-05-09 13:07:50","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","279","Zadanie","Zadanie","Wykonane","2025-05-19 12:21:11","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2025-05-19","","","odpisał, że ma problemy z ciążą żony i póki co się mam nie oddzywać, odezwie sie sam","2025-05-19 12:21:11","Onesta","Onesta","2025-05-19 12:21:11","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","315","Zadanie","Zadanie","Wykonane","2025-05-30 15:42:19","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2025-05-30","","","napisane na wa","2025-05-30 15:42:19","Onesta","Onesta","2025-05-30 15:42:19","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","365","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-06-27 13:19:38","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2025-06-25","","","nie odbiera","2025-06-27 13:19:38","Onesta","Onesta","2025-06-27 13:19:38","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","377","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-07-03 17:27:02","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2025-07-03","","","nie odbiera + wa","2025-07-03 17:27:02","Onesta","Onesta","2025-07-03 17:27:02","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","368","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-07-15 12:37:24","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2025-07-15","","","nie odbiera + głosówka","2025-07-02 15:02:43","Onesta","Onesta","2025-07-15 12:37:24","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","379","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-07-22 15:14:55","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2025-07-22","","","Witam Serdrcznie, przepraszam za zwłokę w odpowiedzi ale mamy kłopot z ciążą żony. Na razie nie możemy latać więc musimy decyzję odroczyć do wiosny. Dziękuję za poświęcony czas, odezwę się do Pana","2025-07-15 12:37:13","Onesta","Onesta","2025-07-22 15:14:55","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","1038","Zadanie","Zadanie","Wykonane","2025-10-08 17:43:14","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2025-10-08","","","uciekła mi wiosną rejestracja w sunnier- zrobiłem to dzisiaj jakby co","2025-10-08 17:43:14","Onesta","Onesta","2025-10-08 17:43:14","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","1627","nie odbiera","Rozmowa telefoniczna","Wykonane","2026-01-21 17:30:42","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2026-01-21","","","","2026-01-21 17:30:42","Onesta","Onesta","2026-01-21 17:30:42","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"61","Patryk Jaskóła","","'+48 792 023 200","","","","produkcja@steel-house.com.pl","","","2025-04-14 16:03:39","2026-06-22 10:05:11","","","Onesta","0","Wszyscy użytkownicy","","2026-01-27","0","1","1","17","17","0","0","","","","Patryk","Jaskóła","","Przemek","1644","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2026-01-27 14:45:43","","","Patryk Jaskóła","61","Patryk Jaskóła","57","2026-01-27","","","&nbsp; kupił od sąsiada który jest deweloperem w Hiszpanii (manilva) amfora / sprzedaje nierruchomosci w Polsce&nbsp;&nbsp;","2026-01-27 14:45:43","Onesta","Onesta","2026-01-27 14:45:43","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"62","Renata Wielgus","","","","'+48 501 326 501","","","","renata.wielgus@gmail.com","2025-04-16 16:40:34","2025-10-27 17:14:26","","","Onesta","1","Wszyscy użytkownicy","2025-10-28","2025-07-02","0","0","0","12","11","1","0","","","","Renata","Wielgus","","Marek","193","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-04-16 17:44:53","","","Renata Wielgus","62","Renata Wielgus (Przemek)","58","2025-04-16","","","NIE ODBIERA&nbsp;","2025-04-16 17:44:53","Onesta","Onesta","2025-04-16 17:44:53","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"62","Renata Wielgus","","","","'+48 501 326 501","","","","renata.wielgus@gmail.com","2025-04-16 16:40:34","2025-10-27 17:14:26","","","Onesta","1","Wszyscy użytkownicy","2025-10-28","2025-07-02","0","0","0","12","11","1","0","","","","Renata","Wielgus","","Marek","195","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-04-17 10:58:45","","","Renata Wielgus","62","Renata Wielgus (Przemek)","58","2025-04-17","","","NIE ODBIERA + GŁOSÓWKA","2025-04-17 10:58:45","Onesta","Onesta","2025-04-17 10:58:45","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"62","Renata Wielgus","","","","'+48 501 326 501","","","","renata.wielgus@gmail.com","2025-04-16 16:40:34","2025-10-27 17:14:26","","","Onesta","1","Wszyscy użytkownicy","2025-10-28","2025-07-02","0","0","0","12","11","1","0","","","","Renata","Wielgus","","Marek","196","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-04-18 14:22:15","","","Renata Wielgus","62","Renata Wielgus (Przemek)","58","2025-04-18","","","NIE ODBIERA","2025-04-18 14:22:15","Onesta","Onesta","2025-04-18 14:22:15","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"62","Renata Wielgus","","","","'+48 501 326 501","","","","renata.wielgus@gmail.com","2025-04-16 16:40:34","2025-10-27 17:14:26","","","Onesta","1","Wszyscy użytkownicy","2025-10-28","2025-07-02","0","0","0","12","11","1","0","","","","Renata","Wielgus","","Marek","183","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-04-23 09:02:45","","","Renata Wielgus","62","Renata Wielgus (Przemek)","58","2025-04-23","","","okolice alicante w strone urbanova, 2-3 sypialnie, do zamieszkania, ma mieszkanie koło madrytu (mieszka troche w madryt, troche polska), dom, apartamentowiec to ostatnie najwyższe piętro, ale do typu zabudowy nie ma preferencji, blisko, nie dalej niż do 30 minut spacerem od plaży, budżet od 100 tysięcy do 500 tysięcy","2025-04-16 16:41:32","Onesta","Onesta","2025-04-23 09:02:45","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"62","Renata Wielgus","","","","'+48 501 326 501","","","","renata.wielgus@gmail.com","2025-04-16 16:40:34","2025-10-27 17:14:26","","","Onesta","1","Wszyscy użytkownicy","2025-10-28","2025-07-02","0","0","0","12","11","1","0","","","","Renata","Wielgus","","Marek","209","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-04-23 08:38:10","","","Renata Wielgus","62","Renata Wielgus (Przemek)","58","2025-04-23","","","NIE ODBIERA i napisane na wa","2025-04-23 08:38:10","Onesta","Onesta","2025-04-23 08:38:10","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"62","Renata Wielgus","","","","'+48 501 326 501","","","","renata.wielgus@gmail.com","2025-04-16 16:40:34","2025-10-27 17:14:26","","","Onesta","1","Wszyscy użytkownicy","2025-10-28","2025-07-02","0","0","0","12","11","1","0","","","","Renata","Wielgus","","Marek","212","Zadanie","Zadanie","Wykonane","2025-04-24 13:51:43","","","Renata Wielgus","62","Renata Wielgus (Przemek)","58","2025-04-24","","","nic nie odpisała na preferencje","2025-04-23 09:02:52","Onesta","Onesta","2025-04-24 13:51:44","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
"62","Renata Wielgus","","","","'+48 501 326 501","","","","renata.wielgus@gmail.com","2025-04-16 16:40:34","2025-10-27 17:14:26","","","Onesta","1","Wszyscy użytkownicy","2025-10-28","2025-07-02","0","0","0","12","11","1","0","","","","Renata","Wielgus","","Marek","251","Rozmowa telefoniczna","Rozmowa telefoniczna","Wykonane","2025-04-30 13:54:37","","","Renata Wielgus","62","Renata Wielgus (Przemek)","58","2025-04-30","","","NIE ODBIERA + głosówka","2025-04-30 13:54:37","Onesta","Onesta","2025-04-30 13:54:47","","","","","","","","","","","","","","","Darmowy","","","","","","","","",""
